694.0,85.0,252.02,0.0,13.0,2.46,0.0,294.0,42.32,0.0,6.0,0.12
547.0,16.0,271.84,0.0,14.0,2.14,0.0,228.0,46.4,0.0,3.6966024192927414,0.07393204838585482
652.0,16.0,236.46,0.0,18.0,2.66,0.0,256.0,41.78,0.0,69.94328580045132,1.3988657160090263
598.0,0.0,249.12,0.0,26.0,3.7,0.0,224.0,53.86,0.0,0.0,0.0
659.0,0.0,259.18,0.0,34.0,3.9,0.0,208.0,54.44,0.0,3.0,0.06
499.0,39.0,242.62,0.0,41.0,4.06,0.0,219.0,46.62,0.0,0.0,0.0
725.0,50.0,266.88,0.0,25.0,3.02,0.0,300.0,48.94,0.0,17.5,0.35
521.0,18.0,229.86,0.0,84.0,5.02,0.0,228.0,51.48,0.0,71.36067076984982,1.9541602360655146
632.0,0.0,244.56,0.0,29.0,3.6,0.0,308.0,52.14,0.0,0.0,0.0
641.0,2.0,238.68,0.0,44.0,3.26,0.0,213.0,56.24,0.0,9.0,0.18
929.0,11.0,256.12,0.0,60.0,7.52,0.0,465.0,54.64,0.0,0.0,0.0
980.0,2.0,278.54,0.0,23.0,3.16,0.0,478.0,70.7,0.0,0.0,0.0
627.0,0.0,266.3,0.0,107.0,7.36,0.0,277.0,61.92,0.0,5.033452768929326,0.10066905537858652
1173.0,16.0,295.74,0.0,30.0,2.48,0.0,605.0,89.46,0.0,4.7937645418374535,0.09587529083674907
677.0,11.0,298.58,0.0,60.0,4.02,0.0,352.0,74.34,0.0,9.0,0.18
974.0,32.0,319.68,0.0,43.0,3.54,0.0,464.0,84.02,0.0,33.043259679550005,0.660865193591
902.0,8.0,310.2,0.0,38.0,2.24,0.0,443.0,80.92,0.0,0.0,0.0
1021.0,50.0,286.4,0.0,56.0,3.52,0.0,465.0,71.28,0.0,0.0,0.0
1131.0,48.0,308.04,0.0,84.0,5.38,0.0,602.0,79.04,0.0,11.696785482083385,0.4139357096416677
