68.0,0.0,15.5,0.0,2.0,0.18,0.0,68.0,11.72,0.0,9.084752479556078,0.19177659173702163
204.0,0.0,20.16,0.0,2.0,0.28,0.0,144.0,17.48,0.0,102.70000000000002,2.7740000000000293
180.0,0.0,29.52,0.0,2.0,0.22,0.0,103.0,24.72,0.0,83.30000000000018,2.5467988800362864
144.0,0.0,13.76,0.0,4.0,0.32,0.0,144.0,13.44,0.0,0.0,0.0
222.0,0.0,31.02,0.0,1.0,0.08,0.0,143.0,26.16,0.0,87.40000000000002,3.2680000000000042
341.0,0.0,44.52,0.0,1.0,0.08,0.0,184.0,31.82,0.0,121.40000000000015,5.4612557102873645
260.0,0.0,38.58,0.0,1.0,0.02,0.0,180.0,31.4,0.0,62.60000000000001,2.6143722846296362
344.0,0.0,41.32,0.0,1.0,0.04,0.0,187.0,33.56,0.0,76.40000000000009,1.5280000000000018
335.0,0.0,48.2,0.0,2.0,0.12,0.0,180.0,40.3,0.0,51.0,2.002000000000007
219.0,0.0,42.98,0.0,1.0,0.02,0.0,177.0,35.54,0.0,106.0,4.354215865208882
228.0,0.0,47.28,0.0,2.0,0.1,0.0,142.0,35.56,0.0,51.40623144072306,2.1561246288144624
239.0,0.0,56.48,0.0,1.0,0.02,0.0,160.0,46.04,0.0,58.50000000000003,2.1360000000000023
205.0,0.0,48.74,0.0,1.0,0.04,0.0,144.0,36.84,0.0,76.30000000000013,2.8200000000000323
351.0,0.0,57.9,0.0,1.0,0.14,0.0,193.0,42.32,0.0,104.80000000000024,5.953863317700959
353.0,0.0,79.52,0.0,1.0,0.02,0.0,194.0,56.44,0.0,90.70000000000002,9.10000000000005
314.0,0.0,87.58,0.0,1.0,0.1,0.0,162.0,58.68,0.0,94.20000000000016,8.676000000000071
359.0,0.0,65.34,0.0,2.0,0.1,0.0,199.0,47.8,0.0,90.70000000000013,5.000000000000068
293.0,0.0,85.66,0.0,2.0,0.06,0.0,158.0,57.94,0.0,116.80000000000024,10.356000000000053
325.0,0.0,95.08,0.0,1.0,0.12,0.0,171.0,63.28,0.0,105.50000000000003,14.757905481192484
310.0,0.0,87.1,0.0,4.0,0.14,0.0,170.0,61.5,0.0,101.00000000000074,7.025350286370902
354.0,0.0,103.4,0.0,2.0,0.06,0.0,195.0,66.08,0.0,105.00000000000063,11.372144205353516
350.0,0.0,114.38,0.0,2.0,0.12,0.0,192.0,76.2,0.0,87.90000000000097,11.514000000000053
242.0,0.0,84.7,0.0,2.0,0.12,0.0,165.0,58.04,0.0,78.00000000000048,8.591011633349664
327.0,0.0,115.44,0.0,2.0,0.14,0.0,173.0,74.52,0.0,138.4,17.6558926584229
331.0,0.0,94.26,0.0,4.0,0.16,0.0,176.0,66.74,0.0,78.10000000000034,6.346000000000104
305.0,0.0,107.28,0.0,1.0,0.04,0.0,173.0,70.16,0.0,93.9,11.426984956101476
350.0,0.0,121.84,0.0,1.0,0.08,0.0,211.0,83.62,0.0,89.50000000000051,12.19769711499861
380.0,0.0,140.06,0.0,1.0,0.08,0.0,215.0,89.66,0.0,81.80000000000018,15.502868945194825
352.0,0.0,117.02,0.0,1.0,0.1,0.0,193.0,79.82,0.0,95.00000000000006,12.128493665828216
359.0,0.0,131.68,0.0,1.0,0.04,0.0,199.0,89.02,0.0,96.9,14.260000000000042
320.0,0.0,122.96,0.0,2.0,0.14,0.0,180.0,81.12,0.0,106.80000000000064,15.48001031863048
342.0,0.0,107.92,0.0,2.0,0.22,0.0,185.0,74.76,0.0,86.90000000000074,11.13678458137145
345.0,0.0,103.5,0.0,2.0,0.12,0.0,188.0,71.14,0.0,118.4000000000002,13.030000000000062
337.0,0.0,107.3,0.0,6.0,0.2,0.0,181.0,72.66,0.0,101.70000000000024,8.810000000000032
251.0,0.0,91.32,0.0,5.0,0.24,0.0,172.0,66.18,0.0,107.40000000000026,4.07800000000001
335.0,0.0,105.64,0.0,4.0,0.2,0.0,179.0,68.98,0.0,119.00000000000028,10.782258999577545
340.0,0.0,101.56,0.0,2.0,0.1,0.0,182.0,67.0,0.0,113.10000000000045,13.91537571592721
351.0,0.0,121.44,0.0,2.0,0.22,0.0,193.0,79.32,0.0,122.7000000000003,13.808824158078533
306.0,0.0,100.92,0.0,4.0,0.2,0.0,170.0,70.54,0.0,108.6000000000002,11.462000000000062
345.0,0.0,100.9,0.0,1.0,0.14,0.0,188.0,62.78,0.0,119.70000000000007,12.434000000000104
333.0,0.0,112.52,0.0,2.0,0.16,0.0,178.0,73.46,0.0,96.70000000000033,13.264688619201628
353.0,0.0,103.92,0.0,11.0,0.26,0.0,200.0,69.6,0.0,112.0,16.29617349984713
358.0,0.0,117.62,0.0,1.0,0.06,0.0,199.0,78.04,0.0,120.40000000000026,21.828273801240574
356.0,0.0,120.24,0.0,6.0,0.16,0.0,196.0,76.48,0.0,125.40000000000009,18.436000000000117
